name,arch,# of symbols,train SNR(dB),0,2,5,7,10,12,15
CCVVCC_256_12dB_544,CCVVCC,256,12,0.2969163954257965,0.3707253038883209,0.5011017322540283,0.5889725685119629,0.7197560667991638,0.7956498265266418,0.8860840797424316
CCVVCC_256_15dB_552,CCVVCC,256,15,0.2910134196281433,0.3574123978614807,0.48669809103012085,0.5735039710998535,0.7007951140403748,0.7833921313285828,0.8747465014457703
CCVVCC_256_2dB_599,CCVVCC,256,2,0.37099266052246094,0.45433762669563293,0.5766942501068115,0.667869508266449,0.7859861850738525,0.8118991851806641,0.8180840611457825
CCVVCC_256_5dB_596,CCVVCC,256,5,0.327543705701828,0.4165627062320709,0.5468936562538147,0.6405168175697327,0.7755430340766907,0.84257572889328,0.8792832493782043
CCVVCC_256_7dB_585,CCVVCC,256,7,0.3143995702266693,0.39329442381858826,0.5245890021324158,0.6289592385292053,0.7577544450759888,0.8344762325286865,0.8956460952758789
CCVVCC_512_0dB_592,CCVVCC,512,0,0.4406699538230896,0.5373620986938477,0.6796256899833679,0.7870362401008606,0.8541387915611267,0.8588840365409851,0.8585717082023621
CCVVCC_512_10dB_599,CCVVCC,512,10,0.34679344296455383,0.4361113905906677,0.5675935745239258,0.6630855202674866,0.7967728972434998,0.8643373847007751,0.9419386386871338
CCVVCC_512_10dB_GDN_97,CCVVCC,512,10,0.07389643043279648,0.04909029230475426,0.0039502778090536594,0.013807080686092377,0.11684320867061615,0.029415125027298927,-0.03563513234257698
CCVVCC_512_10dB_NOGDN_100,CCVVCC,512,10,0.37609753012657166,0.45612460374832153,0.5887011885643005,0.6784504652023315,0.7994871735572815,0.8674030303955078,0.9369943141937256
CCVVCC_512_12dB_580,CCVVCC,512,12,0.33294740319252014,0.41914623975753784,0.5553363561630249,0.6484704613685608,0.7748304009437561,0.8518165946006775,0.9316798448562622
CCVVCC_512_15dB_585,CCVVCC,512,15,0.32690683007240295,0.4077449142932892,0.5383496284484863,0.6312099099159241,0.7586406469345093,0.8320727944374084,0.9169498085975647
CCVVCC_512_2dB_581,CCVVCC,512,2,0.3983600437641144,0.49447399377822876,0.639012336730957,0.7455841302871704,0.8772069215774536,0.8991878628730774,0.9044626951217651
CCVVCC_512_5dB_581,CCVVCC,512,5,0.34436142444610596,0.4377747178077698,0.5887492895126343,0.6878445148468018,0.8406553864479065,0.9125300645828247,0.9416746497154236
CCVVCC_512_7dB_591,CCVVCC,512,7,0.3496803641319275,0.43635350465774536,0.5768284201622009,0.6795175075531006,0.8162354826927185,0.8963085412979126,0.9498633742332458
CCVVCC_768_0dB_593,CCVVCC,768,0,0.4548625349998474,0.5614615678787231,0.7232940196990967,0.8390036225318909,0.9004935026168823,0.9046701192855835,0.9051708579063416
CCVVCC_768_10dB_582,CCVVCC,768,10,0.29923543334007263,0.38741129636764526,0.5316870808601379,0.6308366060256958,0.777973473072052,0.8683214783668518,0.9571605920791626
CVVCCC_512_10dB_96,CVVCCC,512,10,0.019118474796414375,0.0004887259565293789,0.03564305603504181,0.08929836004972458,0.09729956835508347,0.03593563288450241,0.06111273542046547
VVVCCC_512_10dB_100,VVVCCC,512,10,0.06260423362255096,0.06806784123182297,-0.02716735564172268,0.0687636211514473,-0.05653010681271553,0.07387413829565048,0.07838129997253418
